date,description,amount,source_account,raw_category
2025-06-30,Insurance premium,-460.28,Business Checking,Insurance
2025-07-01,Rent,-1455.8,Operating Checking,Rent
2025-07-01,Ads spend,-284.14,Business Checking,Marketing
2025-07-01,Shop supplies,-260.38,Operating Checking,Supplies
2025-07-01,Invoice paid,2429.69,Operating Checking,Sales Income
2025-07-02,Team lunch,-44.28,Operating Checking,Meals
2025-07-02,Project deposit,3528.6,Operating Checking,Sales Income
2025-07-02,Materials,-509.72,Operating Checking,Supplies
2025-07-03,Invoice paid,6825.01,Operating Checking,Sales Income
2025-07-03,Retainer payment,5829.89,Operating Checking,Sales Income
2025-07-04,Materials,-450.97,Business Checking,Supplies
2025-07-04,Client payment,2986.78,Business Checking,Sales Income
2025-07-04,Wages,-1193.58,Checking,Payroll
2025-07-04,Invoice paid,6281.05,Checking,Sales Income
2025-07-04,Insurance premium,-568.49,Checking,Insurance
2025-07-06,Cloud services,-105.37,Business Checking,Hosting
2025-07-06,Invoice paid,1785.83,Checking,Sales Income
2025-07-07,Client payment,3083.62,Checking,Sales Income
2025-07-07,Insurance premium,-566.33,Operating Checking,Insurance
2025-07-07,Project deposit,2480.18,Operating Checking,Sales Income
2025-07-08,Marketing,-543.61,Checking,Marketing
2025-07-08,Invoice paid,7273.36,Checking,Sales Income
2025-07-09,Insurance premium,-238.79,Checking,Insurance
2025-07-09,Software subscription,-171.36,Checking,Hosting
2025-07-09,Gas,-99.37,Checking,Fuel
2025-07-09,Retainer payment,3401.4,Business Checking,Sales Income
2025-07-09,Invoice paid,4365.51,Checking,Sales Income
2025-07-10,Retainer payment,7090.15,Operating Checking,Sales Income
2025-07-10,Client payment,4697.27,Operating Checking,Sales Income
2025-07-10,Marketing,-500.22,Checking,Marketing
2025-07-10,Team lunch,-41.15,Operating Checking,Meals
2025-07-11,Insurance premium,-273.34,Operating Checking,Insurance
2025-07-11,Retainer payment,5767.86,Operating Checking,Sales Income
2025-07-11,Fuel,-254.69,Operating Checking,Fuel
2025-07-11,Invoice paid,3604.06,Checking,Sales Income
2025-07-11,Fuel,-170.42,Operating Checking,Fuel
2025-07-11,Payroll,-2886.99,Checking,Payroll
2025-07-12,Insurance premium,-589.62,Business Checking,Insurance
2025-07-13,Insurance premium,-215.54,Operating Checking,Insurance
2025-07-13,Fuel,-178.09,Checking,Fuel
2025-07-13,Invoice paid,6396.6,Checking,Sales Income
2025-07-14,Project deposit,4216.17,Checking,Sales Income
2025-07-14,Client payment,7519.06,Checking,Sales Income
2025-07-15,Invoice paid,4181.72,Business Checking,Sales Income
2025-07-15,Client payment,5173.7,Business Checking,Sales Income
2025-07-15,Marketing,-407.25,Operating Checking,Marketing
2025-07-16,Software subscription,-222.99,Operating Checking,Hosting
2025-07-16,Gas,-204.0,Operating Checking,Fuel
2025-07-16,Insurance premium,-503.87,Business Checking,Insurance
2025-07-17,Retainer payment,8002.68,Checking,Sales Income
2025-07-17,Client payment,1527.59,Checking,Sales Income
2025-07-17,Ads spend,-94.29,Operating Checking,Marketing
2025-07-18,Gas,-59.79,Business Checking,Fuel
2025-07-18,Payroll,-1855.14,Checking,Payroll
2025-07-18,Gas,-268.3,Operating Checking,Fuel
2025-07-18,Insurance premium,-371.7,Business Checking,Insurance
2025-07-19,Invoice paid,4814.17,Checking,Sales Income
2025-07-19,Cloud services,-323.81,Operating Checking,Hosting
2025-07-20,Marketing,-562.09,Checking,Marketing
2025-07-20,Software subscription,-82.73,Operating Checking,Hosting
2025-07-20,Fuel,-68.5,Business Checking,Fuel
2025-07-22,Client payment,5276.45,Checking,Sales Income
2025-07-23,Invoice paid,4161.52,Checking,Sales Income
2025-07-24,Marketing,-715.6,Business Checking,Marketing
2025-07-24,Project deposit,3318.7,Checking,Sales Income
2025-07-24,Invoice paid,3198.39,Business Checking,Sales Income
2025-07-25,Project deposit,1409.13,Business Checking,Sales Income
2025-07-25,Payroll run,-2487.38,Operating Checking,Payroll
2025-07-25,Materials,-346.45,Business Checking,Supplies
2025-07-25,Software subscription,-257.39,Business Checking,Hosting
2025-07-26,Insurance premium,-277.16,Operating Checking,Insurance
2025-07-26,Supplies,-177.69,Business Checking,Supplies
2025-07-26,Ads spend,-260.15,Operating Checking,Marketing
2025-07-27,Invoice paid,1729.1,Checking,Sales Income
2025-07-27,Marketing,-135.51,Operating Checking,Marketing
2025-07-27,Supplies,-193.41,Operating Checking,Supplies
2025-07-27,Cloud services,-259.27,Business Checking,Hosting
2025-07-28,Shop supplies,-438.91,Business Checking,Supplies
2025-07-28,Project deposit,7183.71,Operating Checking,Sales Income
2025-07-28,Retainer payment,5003.13,Checking,Sales Income
2025-07-28,Insurance premium,-580.92,Checking,Insurance
2025-07-30,Team lunch,-30.92,Checking,Meals
2025-07-30,Project deposit,7504.19,Operating Checking,Sales Income
2025-07-30,Invoice paid,5322.9,Operating Checking,Sales Income
2025-07-31,Insurance premium,-482.62,Operating Checking,Insurance
2025-07-31,Project deposit,7498.6,Operating Checking,Sales Income
2025-07-31,Gas,-117.28,Operating Checking,Fuel
2025-07-31,Software subscription,-339.34,Operating Checking,Hosting
2025-08-01,Project deposit,4414.16,Operating Checking,Sales Income
2025-08-01,Retainer payment,5390.16,Business Checking,Sales Income
2025-08-01,Supplies,-151.59,Operating Checking,Supplies
2025-08-01,Wages,-2685.97,Checking,Payroll
2025-08-01,Rent,-2213.07,Checking,Rent
2025-08-01,Ads spend,-826.18,Operating Checking,Marketing
2025-08-02,Team lunch,-132.97,Operating Checking,Meals
2025-08-02,Materials,-483.1,Checking,Supplies
2025-08-02,Materials,-490.98,Checking,Supplies
2025-08-05,Retainer payment,925.9,Checking,Sales Income
2025-08-05,Supplies,-560.41,Checking,Supplies
2025-08-05,Insurance premium,-452.21,Business Checking,Insurance
2025-08-05,Meals,-43.91,Business Checking,Meals
2025-08-06,Retainer payment,3582.1,Checking,Sales Income
2025-08-06,Project deposit,4783.17,Checking,Sales Income
2025-08-08,Gas,-116.43,Checking,Fuel
2025-08-08,Payroll,-3050.47,Checking,Payroll
2025-08-08,Gas,-318.14,Business Checking,Fuel
2025-08-09,Fuel,-237.9,Business Checking,Fuel
2025-08-10,Retainer payment,2910.78,Checking,Sales Income
2025-08-11,Retainer payment,1775.75,Operating Checking,Sales Income
2025-08-11,Project deposit,4361.19,Business Checking,Sales Income
2025-08-12,Retainer payment,5760.95,Operating Checking,Sales Income
2025-08-12,Invoice paid,5858.57,Checking,Sales Income
2025-08-14,Fuel,-43.06,Business Checking,Fuel
2025-08-14,Marketing,-519.9,Checking,Marketing
2025-08-15,Wages,-3802.44,Operating Checking,Payroll
2025-08-15,Invoice paid,1726.98,Business Checking,Sales Income
2025-08-16,Meals,-193.34,Checking,Meals
2025-08-16,Meals,-41.9,Business Checking,Meals
2025-08-16,Team lunch,-179.22,Operating Checking,Meals
2025-08-16,Client payment,2107.51,Operating Checking,Sales Income
2025-08-17,Insurance premium,-327.74,Operating Checking,Insurance
2025-08-17,Shop supplies,-457.41,Operating Checking,Supplies
2025-08-17,Gas,-47.14,Operating Checking,Fuel
2025-08-18,Project deposit,2967.34,Checking,Sales Income
2025-08-18,Supplies,-478.54,Operating Checking,Supplies
2025-08-18,Project deposit,1339.7,Operating Checking,Sales Income
2025-08-18,Shop supplies,-267.85,Checking,Supplies
2025-08-19,Insurance premium,-517.11,Checking,Insurance
2025-08-19,Fuel,-68.3,Checking,Fuel
2025-08-20,Project deposit,3866.04,Operating Checking,Sales Income
2025-08-21,Client payment,3099.4,Business Checking,Sales Income
2025-08-22,Invoice paid,2305.5,Checking,Sales Income
2025-08-22,Meals,-85.6,Operating Checking,Meals
2025-08-22,Payroll,-4293.75,Business Checking,Payroll
2025-08-23,Insurance premium,-368.78,Operating Checking,Insurance
2025-08-24,Gas,-313.74,Business Checking,Fuel
2025-08-24,Marketing,-216.33,Checking,Marketing
2025-08-24,Retainer payment,876.95,Operating Checking,Sales Income
2025-08-25,Team lunch,-52.95,Checking,Meals
2025-08-25,Ads spend,-167.3,Business Checking,Marketing
2025-08-25,Project deposit,6129.24,Business Checking,Sales Income
2025-08-25,Gas,-166.82,Business Checking,Fuel
2025-08-26,Client payment,1822.4,Business Checking,Sales Income
2025-08-26,Gas,-276.51,Operating Checking,Fuel
2025-08-26,Hosting,-467.35,Business Checking,Hosting
2025-08-26,Ads spend,-700.13,Operating Checking,Marketing
2025-08-26,Invoice paid,3360.46,Operating Checking,Sales Income
2025-08-27,Retainer payment,4436.3,Operating Checking,Sales Income
2025-08-27,Team lunch,-29.05,Business Checking,Meals
2025-08-27,Insurance premium,-251.42,Checking,Insurance
2025-08-28,Retainer payment,6249.23,Business Checking,Sales Income
2025-08-29,Materials,-443.43,Checking,Supplies
2025-08-29,Wages,-2642.66,Business Checking,Payroll
2025-08-29,Ads spend,-85.33,Business Checking,Marketing
2025-08-29,Retainer payment,4185.22,Operating Checking,Sales Income
2025-08-29,Marketing,-544.9,Checking,Marketing
2025-08-29,Retainer payment,6112.81,Checking,Sales Income
2025-08-31,Shop supplies,-350.5,Business Checking,Supplies
2025-08-31,Invoice paid,2975.59,Operating Checking,Sales Income
2025-08-31,Marketing,-622.32,Operating Checking,Marketing
2025-09-01,Rent,-2396.55,Operating Checking,Rent
2025-09-01,Client payment,4444.61,Checking,Sales Income
2025-09-02,Gas,-117.65,Checking,Fuel
2025-09-02,Retainer payment,4617.69,Operating Checking,Sales Income
2025-09-02,Retainer payment,4966.82,Checking,Sales Income
2025-09-03,Client payment,1548.53,Checking,Sales Income
2025-09-04,Meals,-33.04,Business Checking,Meals
2025-09-04,Retainer payment,5566.82,Checking,Sales Income
2025-09-04,Shop supplies,-321.7,Checking,Supplies
2025-09-05,Invoice paid,5990.03,Operating Checking,Sales Income
2025-09-05,Retainer payment,5819.18,Checking,Sales Income
2025-09-05,Wages,-3593.27,Checking,Payroll
2025-09-05,Team lunch,-123.46,Checking,Meals
2025-09-06,Shop supplies,-185.05,Checking,Supplies
2025-09-07,Gas,-121.39,Checking,Fuel
2025-09-07,Retainer payment,6431.47,Business Checking,Sales Income
2025-09-08,Ads spend,-341.48,Business Checking,Marketing
2025-09-08,Cloud services,-208.73,Business Checking,Hosting
2025-09-09,Marketing,-492.63,Operating Checking,Marketing
2025-09-09,Hosting,-168.27,Checking,Hosting
2025-09-09,Retainer payment,6608.81,Operating Checking,Sales Income
2025-09-10,Invoice paid,5391.56,Business Checking,Sales Income
2025-09-10,Marketing,-337.78,Operating Checking,Marketing
2025-09-10,Project deposit,2501.55,Checking,Sales Income
2025-09-11,Fuel,-258.13,Operating Checking,Fuel
2025-09-12,Insurance premium,-501.19,Business Checking,Insurance
2025-09-12,Hosting,-374.48,Operating Checking,Hosting
2025-09-12,Insurance premium,-654.06,Business Checking,Insurance
2025-09-12,Payroll,-2653.83,Operating Checking,Payroll
2025-09-13,Supplies,-334.12,Operating Checking,Supplies
2025-09-13,Ads spend,-606.89,Business Checking,Marketing
2025-09-14,Project deposit,7245.88,Business Checking,Sales Income
2025-09-15,Invoice paid,1998.85,Operating Checking,Sales Income
2025-09-15,Invoice paid,4642.66,Operating Checking,Sales Income
2025-09-16,Client payment,3249.96,Operating Checking,Sales Income
2025-09-18,Team lunch,-112.01,Business Checking,Meals
2025-09-18,Invoice paid,6135.61,Business Checking,Sales Income
2025-09-18,Invoice paid,2286.03,Checking,Sales Income
2025-09-19,Project deposit,8366.4,Business Checking,Sales Income
2025-09-19,Gas,-111.67,Business Checking,Fuel
2025-09-19,Invoice paid,7558.41,Operating Checking,Sales Income
2025-09-19,Wages,-3616.32,Operating Checking,Payroll
2025-09-19,Ads spend,-454.08,Business Checking,Marketing
2025-09-20,Retainer payment,7662.16,Operating Checking,Sales Income
2025-09-20,Meals,-157.9,Checking,Meals
2025-09-21,Client payment,1789.03,Operating Checking,Sales Income
2025-09-21,Ads spend,-524.3,Operating Checking,Marketing
2025-09-22,Team lunch,-169.5,Operating Checking,Meals
2025-09-22,Insurance premium,-375.29,Business Checking,Insurance
2025-09-23,Retainer payment,5707.88,Operating Checking,Sales Income
2025-09-23,Team lunch,-124.58,Checking,Meals
2025-09-23,Insurance premium,-329.46,Operating Checking,Insurance
2025-09-23,Client payment,8174.41,Checking,Sales Income
2025-09-23,Ads spend,-348.29,Checking,Marketing
2025-09-24,Retainer payment,7314.34,Checking,Sales Income
2025-09-24,Invoice paid,2169.05,Operating Checking,Sales Income
2025-09-25,Team lunch,-165.05,Checking,Meals
2025-09-25,Cloud services,-446.98,Checking,Hosting
2025-09-25,Gas,-59.74,Operating Checking,Fuel
2025-09-26,Invoice paid,6079.71,Operating Checking,Sales Income
2025-09-26,Wages,-2315.53,Checking,Payroll
2025-09-29,Meals,-88.44,Business Checking,Meals
2025-09-29,Gas,-251.53,Business Checking,Fuel
2025-09-29,Hosting,-129.1,Business Checking,Hosting
2025-09-30,Supplies,-245.06,Business Checking,Supplies
2025-09-30,Client payment,2314.25,Business Checking,Sales Income
2025-09-30,Hosting,-164.71,Business Checking,Hosting
2025-09-30,Cloud services,-118.18,Operating Checking,Hosting
2025-09-30,Retainer payment,6270.16,Operating Checking,Sales Income
2025-10-01,Rent,-1983.65,Business Checking,Rent
2025-10-01,Insurance premium,-600.54,Checking,Insurance
2025-10-03,Ads spend,-500.75,Business Checking,Marketing
2025-10-03,Gas,-290.26,Checking,Fuel
2025-10-03,Supplies,-184.26,Checking,Supplies
2025-10-03,Wages,-3457.34,Business Checking,Payroll
2025-10-04,Shop supplies,-322.71,Checking,Supplies
2025-10-04,Invoice paid,4209.91,Operating Checking,Sales Income
2025-10-04,Meals,-79.64,Checking,Meals
2025-10-06,Gas,-69.98,Operating Checking,Fuel
2025-10-06,Ads spend,-562.21,Checking,Marketing
2025-10-08,Supplies,-47.9,Operating Checking,Supplies
2025-10-08,Client payment,1852.06,Business Checking,Sales Income
2025-10-08,Invoice paid,4337.76,Operating Checking,Sales Income
2025-10-08,Ads spend,-264.87,Operating Checking,Marketing
2025-10-09,Materials,-333.42,Business Checking,Supplies
2025-10-09,Client payment,7153.15,Operating Checking,Sales Income
2025-10-09,Invoice paid,6649.67,Checking,Sales Income
2025-10-10,Meals,-123.58,Checking,Meals
2025-10-10,Software subscription,-341.92,Checking,Hosting
2025-10-10,Ads spend,-506.62,Business Checking,Marketing
2025-10-10,Payroll run,-1933.44,Checking,Payroll
2025-10-11,Gas,-173.6,Checking,Fuel
2025-10-11,Hosting,-365.43,Operating Checking,Hosting
2025-10-11,Gas,-68.64,Business Checking,Fuel
2025-10-11,Client payment,3321.45,Operating Checking,Sales Income
2025-10-12,Project deposit,4750.54,Checking,Sales Income
2025-10-13,Marketing,-175.16,Operating Checking,Marketing
2025-10-13,Software subscription,-410.88,Business Checking,Hosting
2025-10-13,Software subscription,-164.51,Checking,Hosting
2025-10-15,Invoice paid,4039.02,Checking,Sales Income
2025-10-16,Retainer payment,7464.3,Checking,Sales Income
2025-10-16,Retainer payment,3710.06,Business Checking,Sales Income
2025-10-17,Payroll,-2159.81,Business Checking,Payroll
2025-10-17,Hosting,-265.76,Checking,Hosting
2025-10-17,Supplies,-487.49,Operating Checking,Supplies
2025-10-18,Hosting,-284.64,Operating Checking,Hosting
2025-10-18,Gas,-239.98,Operating Checking,Fuel
2025-10-18,Materials,-192.67,Business Checking,Supplies
2025-10-19,Gas,-191.8,Checking,Fuel
2025-10-19,Client payment,6160.35,Operating Checking,Sales Income
2025-10-19,Meals,-163.57,Checking,Meals
2025-10-19,Hosting,-424.99,Checking,Hosting
2025-10-20,Invoice paid,2800.52,Operating Checking,Sales Income
2025-10-20,Project deposit,4134.94,Checking,Sales Income
2025-10-21,Fuel,-59.65,Business Checking,Fuel
2025-10-21,Retainer payment,2241.41,Checking,Sales Income
2025-10-21,Hosting,-439.85,Business Checking,Hosting
2025-10-21,Client payment,1862.24,Business Checking,Sales Income
2025-10-21,Insurance premium,-666.66,Operating Checking,Insurance
2025-10-22,Invoice paid,6367.06,Checking,Sales Income
2025-10-23,Team lunch,-68.83,Operating Checking,Meals
2025-10-23,Gas,-260.49,Business Checking,Fuel
2025-10-24,Payroll,-1424.06,Checking,Payroll
2025-10-26,Fuel,-157.79,Checking,Fuel
2025-10-26,Fuel,-290.63,Operating Checking,Fuel
2025-10-26,Insurance premium,-364.95,Business Checking,Insurance
2025-10-27,Project deposit,5204.99,Operating Checking,Sales Income
2025-10-27,Meals,-129.98,Checking,Meals
2025-10-27,Fuel,-74.31,Operating Checking,Fuel
2025-10-28,Invoice paid,1994.88,Checking,Sales Income
2025-10-28,Client payment,5490.94,Operating Checking,Sales Income
2025-10-28,Cloud services,-432.28,Business Checking,Hosting
2025-10-30,Client payment,5771.73,Checking,Sales Income
2025-10-30,Client payment,6116.32,Business Checking,Sales Income
2025-10-30,Materials,-138.93,Operating Checking,Supplies
2025-10-31,Ads spend,-374.87,Operating Checking,Marketing
2025-10-31,Hosting,-428.64,Checking,Hosting
2025-10-31,Payroll,-4191.48,Business Checking,Payroll
2025-10-31,Materials,-77.89,Checking,Supplies
2025-11-01,Invoice paid,5848.61,Checking,Sales Income
2025-11-01,Rent,-1842.62,Operating Checking,Rent
2025-11-01,Fuel,-114.87,Operating Checking,Fuel
2025-11-02,Project deposit,2094.55,Operating Checking,Sales Income
2025-11-02,Team lunch,-79.62,Business Checking,Meals
2025-11-03,Insurance premium,-344.47,Business Checking,Insurance
2025-11-03,Retainer payment,9249.75,Business Checking,Sales Income
2025-11-03,Retainer payment,5001.34,Operating Checking,Sales Income
2025-11-04,Invoice paid,6661.96,Checking,Sales Income
2025-11-04,Ads spend,-267.83,Checking,Marketing
2025-11-04,Insurance premium,-413.67,Operating Checking,Insurance
2025-11-06,Retainer payment,9753.42,Operating Checking,Sales Income
2025-11-06,Fuel,-220.53,Checking,Fuel
2025-11-06,Invoice paid,10618.26,Checking,Sales Income
2025-11-07,Ads spend,-88.94,Business Checking,Marketing
2025-11-07,Payroll run,-2387.07,Business Checking,Payroll
2025-11-07,Marketing,-195.72,Operating Checking,Marketing
2025-11-07,Invoice paid,2380.01,Business Checking,Sales Income
2025-11-07,Retainer payment,4513.27,Checking,Sales Income
2025-11-08,Hosting,-343.48,Operating Checking,Hosting
2025-11-09,Gas,-281.24,Checking,Fuel
2025-11-10,Client payment,9891.53,Operating Checking,Sales Income
2025-11-10,Marketing,-723.15,Checking,Marketing
2025-11-10,Retainer payment,8369.25,Business Checking,Sales Income
2025-11-11,Invoice paid,4442.21,Checking,Sales Income
2025-11-12,Team lunch,-216.89,Checking,Meals
2025-11-12,Meals,-140.22,Operating Checking,Meals
2025-11-12,Project deposit,8656.45,Checking,Sales Income
2025-11-12,Team lunch,-218.55,Checking,Meals
2025-11-13,Team lunch,-19.12,Business Checking,Meals
2025-11-14,Invoice paid,8767.1,Operating Checking,Sales Income
2025-11-14,Payroll run,-2182.81,Business Checking,Payroll
2025-11-14,Team lunch,-135.39,Checking,Meals
2025-11-15,Supplies,-488.51,Business Checking,Supplies
2025-11-15,Team lunch,-150.56,Operating Checking,Meals
2025-11-16,Supplies,-210.61,Operating Checking,Supplies
2025-11-16,Fuel,-304.45,Checking,Fuel
2025-11-16,Retainer payment,5772.65,Checking,Sales Income
2025-11-17,Meals,-175.14,Checking,Meals
2025-11-17,Client payment,2218.67,Operating Checking,Sales Income
2025-11-17,Insurance premium,-248.89,Business Checking,Insurance
2025-11-17,Insurance premium,-1009.73,Business Checking,Insurance
2025-11-18,Client payment,4046.0,Checking,Sales Income
2025-11-19,Hosting,-353.01,Operating Checking,Hosting
2025-11-19,Invoice paid,1802.18,Business Checking,Sales Income
2025-11-19,Retainer payment,11106.44,Business Checking,Sales Income
2025-11-19,Supplies,-669.45,Business Checking,Supplies
2025-11-20,Materials,-69.74,Checking,Supplies
2025-11-20,Shop supplies,-325.42,Business Checking,Supplies
2025-11-20,Team lunch,-130.15,Operating Checking,Meals
2025-11-21,Software subscription,-236.23,Business Checking,Hosting
2025-11-21,Payroll run,-1859.68,Business Checking,Payroll
2025-11-21,Supplies,-70.43,Operating Checking,Supplies
2025-11-21,Marketing,-512.81,Checking,Marketing
2025-11-22,Meals,-78.94,Operating Checking,Meals
2025-11-23,Retainer payment,5101.67,Checking,Sales Income
2025-11-23,Insurance premium,-609.17,Checking,Insurance
2025-11-23,Meals,-130.98,Operating Checking,Meals
2025-11-24,Marketing,-120.29,Checking,Marketing
2025-11-24,Retainer payment,4851.97,Business Checking,Sales Income
2025-11-24,Insurance premium,-603.43,Operating Checking,Insurance
2025-11-24,Client payment,3718.25,Operating Checking,Sales Income
2025-11-25,Invoice paid,3185.57,Checking,Sales Income
2025-11-25,Supplies,-373.56,Operating Checking,Supplies
2025-11-25,Ads spend,-706.63,Business Checking,Marketing
2025-11-25,Meals,-25.91,Checking,Meals
2025-11-26,Invoice paid,3468.71,Business Checking,Sales Income
2025-11-26,Supplies,-61.92,Business Checking,Supplies
2025-11-27,Insurance premium,-692.46,Operating Checking,Insurance
2025-11-27,Retainer payment,7574.81,Checking,Sales Income
2025-11-27,Client payment,5967.03,Business Checking,Sales Income
2025-11-27,Fuel,-345.45,Checking,Fuel
2025-11-28,Payroll,-3054.16,Business Checking,Payroll
2025-11-29,Project deposit,9957.88,Operating Checking,Sales Income
2025-11-30,Insurance premium,-788.42,Checking,Insurance
2025-11-30,Project deposit,1878.13,Business Checking,Sales Income
2025-11-30,Supplies,-229.2,Business Checking,Supplies
2025-12-01,Retainer payment,10998.64,Operating Checking,Sales Income
2025-12-01,Gas,-146.75,Business Checking,Fuel
2025-12-01,Rent,-1570.46,Business Checking,Rent
2025-12-01,Meals,-39.01,Checking,Meals
2025-12-01,Fuel,-340.89,Operating Checking,Fuel
2025-12-02,Project deposit,8905.06,Checking,Sales Income
2025-12-02,Insurance premium,-356.11,Business Checking,Insurance
2025-12-02,Meals,-104.71,Checking,Meals
2025-12-03,Software subscription,-243.89,Operating Checking,Hosting
2025-12-05,Cloud services,-311.11,Business Checking,Hosting
2025-12-05,Payroll,-2222.86,Checking,Payroll
2025-12-06,Gas,-316.54,Business Checking,Fuel
2025-12-06,Invoice paid,7291.93,Operating Checking,Sales Income
2025-12-06,Hosting,-415.04,Operating Checking,Hosting
2025-12-07,Meals,-37.39,Operating Checking,Meals
2025-12-07,Gas,-97.91,Business Checking,Fuel
2025-12-08,Invoice paid,3694.84,Operating Checking,Sales Income
2025-12-08,Client payment,7852.98,Business Checking,Sales Income
2025-12-08,Marketing,-793.59,Checking,Marketing
2025-12-09,Invoice paid,10387.28,Business Checking,Sales Income
2025-12-11,Ads spend,-817.27,Business Checking,Marketing
2025-12-11,Team lunch,-151.32,Operating Checking,Meals
2025-12-11,Invoice paid,5975.23,Operating Checking,Sales Income
2025-12-12,Project deposit,7745.8,Operating Checking,Sales Income
2025-12-12,Ads spend,-158.42,Business Checking,Marketing
2025-12-12,Team lunch,-141.22,Operating Checking,Meals
2025-12-12,Wages,-2633.04,Business Checking,Payroll
2025-12-12,Meals,-41.05,Operating Checking,Meals
2025-12-13,Ads spend,-441.34,Business Checking,Marketing
2025-12-13,Supplies,-139.01,Checking,Supplies
2025-12-14,Project deposit,11225.32,Operating Checking,Sales Income
2025-12-15,Team lunch,-165.88,Business Checking,Meals
2025-12-15,Project deposit,2747.46,Business Checking,Sales Income
2025-12-15,Insurance premium,-868.31,Operating Checking,Insurance
2025-12-15,Fuel,-211.8,Business Checking,Fuel
2025-12-15,Client payment,3266.07,Operating Checking,Sales Income
2025-12-16,Meals,-204.29,Checking,Meals
2025-12-16,Project deposit,3677.45,Operating Checking,Sales Income
2025-12-17,Gas,-130.06,Operating Checking,Fuel
2025-12-17,Client payment,10171.9,Business Checking,Sales Income
2025-12-17,Client payment,10706.93,Operating Checking,Sales Income
2025-12-17,Software subscription,-317.62,Business Checking,Hosting
2025-12-18,Invoice paid,9908.34,Checking,Sales Income
2025-12-18,Materials,-744.5,Operating Checking,Supplies
2025-12-18,Ads spend,-899.54,Checking,Marketing
2025-12-18,Marketing,-342.21,Checking,Marketing
2025-12-19,Wages,-3328.43,Checking,Payroll
2025-12-19,Supplies,-578.36,Business Checking,Supplies
2025-12-19,Team lunch,-30.72,Operating Checking,Meals
2025-12-20,Insurance premium,-543.31,Operating Checking,Insurance
2025-12-20,Project deposit,10763.17,Business Checking,Sales Income
2025-12-20,Cloud services,-159.85,Business Checking,Hosting
2025-12-20,Hosting,-117.45,Business Checking,Hosting
2025-12-21,Software subscription,-413.0,Business Checking,Hosting
2025-12-22,Team lunch,-199.63,Checking,Meals
2025-12-23,Marketing,-614.38,Checking,Marketing
2025-12-23,Project deposit,11205.86,Operating Checking,Sales Income
2025-12-23,Cloud services,-237.92,Operating Checking,Hosting
2025-12-23,Invoice paid,5002.7,Checking,Sales Income
2025-12-23,Team lunch,-126.06,Operating Checking,Meals
2025-12-24,Software subscription,-205.64,Checking,Hosting
2025-12-24,Shop supplies,-119.77,Business Checking,Supplies
2025-12-24,Shop supplies,-558.87,Business Checking,Supplies
2025-12-25,Cloud services,-419.01,Operating Checking,Hosting
2025-12-25,Meals,-71.51,Business Checking,Meals
2025-12-25,Software subscription,-406.16,Checking,Hosting
2025-12-25,Project deposit,2705.05,Operating Checking,Sales Income
2025-12-26,Payroll,-4132.01,Business Checking,Payroll
2025-12-26,Client payment,5603.5,Business Checking,Sales Income
2025-12-27,Marketing,-630.28,Operating Checking,Marketing
2025-12-27,Client payment,2611.62,Operating Checking,Sales Income
2025-12-27,Software subscription,-336.61,Checking,Hosting
2025-12-28,Ads spend,-249.77,Business Checking,Marketing
2025-12-29,Meals,-103.26,Checking,Meals
2025-12-29,Client payment,4723.39,Checking,Sales Income
2025-12-29,Marketing,-527.83,Business Checking,Marketing
2025-12-31,Materials,-359.54,Operating Checking,Supplies
2025-12-31,Shop supplies,-713.66,Checking,Supplies
2025-12-31,Invoice paid,1988.28,Checking,Sales Income
2025-12-31,Team lunch,-167.99,Business Checking,Meals
2026-01-01,Software subscription,-375.48,Business Checking,Hosting
2026-01-01,Rent,-2069.45,Operating Checking,Rent
2026-01-01,Insurance premium,-661.26,Checking,Insurance
2026-01-02,Payroll run,-2076.68,Business Checking,Payroll
2026-01-02,Retainer payment,6252.18,Operating Checking,Sales Income
2026-01-02,Team lunch,-28.82,Checking,Meals
2026-01-02,Cloud services,-216.87,Operating Checking,Hosting
2026-01-03,Software subscription,-122.58,Checking,Hosting
2026-01-04,Retainer payment,7892.19,Business Checking,Sales Income
2026-01-05,Insurance premium,-796.01,Operating Checking,Insurance
2026-01-05,Software subscription,-379.2,Checking,Hosting
2026-01-05,Project deposit,1480.65,Business Checking,Sales Income
2026-01-05,Materials,-357.69,Business Checking,Supplies
2026-01-06,Meals,-104.64,Business Checking,Meals
2026-01-06,Client payment,4986.53,Operating Checking,Sales Income
2026-01-06,Software subscription,-323.66,Business Checking,Hosting
2026-01-07,Invoice paid,5907.58,Business Checking,Sales Income
2026-01-07,Client payment,7750.18,Checking,Sales Income
2026-01-07,Insurance premium,-370.2,Checking,Insurance
2026-01-08,Gas,-93.89,Checking,Fuel
2026-01-08,Ads spend,-206.18,Operating Checking,Marketing
2026-01-08,Insurance premium,-758.24,Operating Checking,Insurance
2026-01-09,Client payment,5208.82,Business Checking,Sales Income
2026-01-09,Software subscription,-420.71,Business Checking,Hosting
2026-01-09,Payroll run,-1364.67,Business Checking,Payroll
2026-01-09,Cloud services,-112.08,Checking,Hosting
2026-01-09,Cloud services,-377.09,Operating Checking,Hosting
2026-01-09,Project deposit,8277.1,Business Checking,Sales Income
2026-01-10,Team lunch,-119.5,Operating Checking,Meals
2026-01-11,Client payment,6444.92,Checking,Sales Income
2026-01-11,Insurance premium,-359.99,Business Checking,Insurance
